Flow ID,Local,Local_1,Local_2,Local_3,Local_4,Local_5,Local_6,Local_7,Local_8,Local_9,Local_10,Local_11,Local_12,Local_13,Local_14,Src IP dec,Src Port,Dst IP dec,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
192.168.10.9-54.65.28.113-13802-443-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13802,910236785,443,6,43:40.5,192634,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10.38238317,192634.0,0.0,192634,192634,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,5.191191586,5.191191586,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,192634,BENIGN,-1
192.168.10.9-52.197.242.182-13804-443-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13804,885387958,443,6,43:41.4,190099,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10.52083388,190099.0,0.0,190099,190099,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,5.260416941,5.260416941,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,190099,BENIGN,-1
192.168.10.9-52.197.242.182-13804-443-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13804,885387958,443,6,43:42.1,190382,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10.50519482,190382.0,0.0,190382,190382,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,5.252597409,5.252597409,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,190382,BENIGN,-1
192.168.10.9-54.65.28.113-13807-443-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13807,910236785,443,6,43:43.0,191557,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10.44075654,191557.0,0.0,191557,191557,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,5.220378269,5.220378269,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,191557,BENIGN,-1
192.168.10.9-54.65.28.113-13807-443-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13807,910236785,443,6,43:43.7,192088,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10.41189455,192088.0,0.0,192088,192088,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,5.205947274,5.205947274,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,192088,BENIGN,-1
192.168.10.19-224.0.0.251-5353-5353-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,5353,3758096635,5353,17,42:42.4,56005079,44,0,1980,0,45,45,45.0,0.0,0,0,0.0,0.0,35.35393638,0.785643031,1302443.698,5501616.914,32002101,1,56005079,1302443.698,5501616.914,32002101,1,0,0.0,0.0,0,0,0,0,0,0,0,0,352,0,0.785643031,0.0,45,45,45.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,45.0,45.0,0.0,495,11,31428571,0,0,0,1,45,0,0,0,0,43,8,16.0,3.0,19,13,18668338.67,12220269.65,32002101,8002323,-1,-1,0,BENIGN,-1
192.168.10.16-38.126.113.10-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238096,123,645820682,123,17,42:43.8,56087185,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,3.423241869,0.071317539,18695728.33,32229436.49,55911076,87846,55999339,55999339.0,0.0,55999339,55999339,55998922,55998922.0,0.0,55998922,55998922,0,0,0,0,0,0,16,16,0.035658769,0.035658769,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,88263.0,0.0,88263,88263,55911076.0,0.0,55911076,55911076,-1,-1,0,BENIGN,-1
192.168.10.16-159.203.8.72-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238096,123,2680883272,123,17,42:42.8,58021487,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,3.309118913,0.068939977,19340495.67,33459933.59,57976699,22200,57999287,57999287.0,0.0,57999287,57999287,57998899,57998899.0,0.0,57998899,57998899,0,0,0,0,0,0,16,16,0.034469989,0.034469989,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,22588.0,0.0,22588,22588,57976699.0,0.0,57976699,57976699,-1,-1,0,BENIGN,-1
8.6.0.1-8.0.6.4-0-0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134610945,0,134219268,0,0,42:42.7,114941303,128,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.113611875,905049.6299,3121562.854,20236448,0,114941303,905049.6299,3121562.854,20236448,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.113611875,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4069566.857,4868933.326,11229651,1,12282448.57,5796488.603,20236448,6018275,-1,-1,0,BENIGN,-1
192.168.10.19-4.53.160.75-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,70623307,123,17,42:43.9,57040420,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,3.366034121,0.070125711,19013473.33,32862158.98,56959426,40421,56999999,56999999.0,0.0,56999999,56999999,56999847,56999847.0,0.0,56999847,56999847,0,0,0,0,0,0,16,16,0.035062855,0.035062855,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,40573.0,0.0,40573,40573,56959426.0,0.0,56959426,56959426,-1,-1,0,BENIGN,-1
192.168.10.19-208.81.1.244-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,3494969844,123,17,42:43.9,56042887,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,3.425947703,0.07137391,18680962.33,32281931.49,55956926,42947,55999940,55999940.0,0.0,55999940,55999940,55999873,55999873.0,0.0,55999873,55999873,0,0,0,0,0,0,16,16,0.035686955,0.035686955,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,43014.0,0.0,43014,43014,55956926.0,0.0,55956926,55956926,-1,-1,0,BENIGN,-1
192.168.10.16-158.69.223.100-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238096,123,2655379300,123,17,42:42.8,61016539,3,3,144,144,48,48,48.0,0.0,48,48,48.0,0.0,4.720031728,0.098333994,12203307.8,26164285.86,58982607,16450,60999288,30499644.0,40304662.26,58999344,1999944,61000089,30500044.5,40304822.78,58999858,2000231,0,0,0,0,0,0,24,24,0.049166997,0.049166997,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,2,8,2016681.0,0.0,2016681,2016681,58982607.0,0.0,58982607,58982607,-1,-1,0,BENIGN,-1
192.168.10.19-132.163.4.101-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,2225276005,123,17,42:42.9,65060915,6,6,288,288,48,48,48.0,0.0,48,48,48.0,0.0,8.853241612,0.184442534,5914628.636,16947955.05,56939261,60657,65000051,13000010.2,24596821.99,57000143,1999956,65000136,13000027.2,24596802.42,57000125,1999834,0,0,0,0,0,0,48,48,0.092221267,0.092221267,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,5,8,8060790.0,0.0,8060790,8060790,56939261.0,0.0,56939261,56939261,-1,-1,0,BENIGN,-1
192.168.10.19-128.100.100.128-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,2154062976,123,17,42:43.9,65022337,6,6,288,288,48,48,48.0,0.0,48,48,48.0,0.0,8.858494274,0.184551964,5911121.545,16963886.36,56977609,22403,64999934,12999986.8,24596776.37,57000038,1999853,64999739,12999947.8,24596783.64,57000012,1999608,0,0,0,0,0,0,48,48,0.092275982,0.092275982,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,5,8,8022325.0,0.0,8022325,8022325,56977609.0,0.0,56977609,56977609,-1,-1,0,BENIGN,-1
192.168.10.19-158.69.223.100-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,2655379300,123,17,42:43.9,63016634,5,5,240,240,48,48,48.0,0.0,48,48,48.0,0.0,7.61703648,0.15868826,7001848.222,18767206.49,56983267,16379,62999967,15749991.75,27499950.17,56999917,1999933,63000154,15750038.5,27499930.33,56999934,1999832,0,0,0,0,0,0,40,40,0.07934413,0.07934413,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,4,8,6016700.0,0.0,6016700,6016700,56983267.0,0.0,56983267,56983267,-1,-1,0,BENIGN,-1
192.168.10.19-91.189.89.198-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,1539135942,123,17,42:49.9,64094184,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.995591612,0.062408159,21364728.0,36841433.42,63905551,94248,63999936,63999936.0,0.0,63999936,63999936,63999799,63999799.0,0.0,63999799,63999799,0,0,0,0,0,0,16,16,0.031204079,0.031204079,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,94385.0,0.0,94385,94385,63905551.0,0.0,63905551,63905551,-1,-1,0,BENIGN,-1
192.168.10.14-192.168.10.3-49429-445-6,2,0,0,0,0,0,0,0,0,0,3232238083,0,0,0,3232238094,3232238094,49429,3232238083,445,6,42:59.2,90089123,10,10,8,2,1,0,0.8,0.421637021,1,0,0.2,0.421637021,0.111001192,0.222002383,4741532.789,11240095.21,30013539,1,90089123,10009902.56,14997943.61,30013599,3,90088900,10009877.78,14997915.69,30013556,1,0,0,0,0,0,0,224,296,0.111001192,0.111001192,0,1,0.5,0.512989176,0.263157895,0,0,0,0,20,0,0,0,1.0,0.5,0.8,0.2,0,0,0,0,0,0,0,0,0,0,253,2047,7,20,81.0,74.95998933,163,16,30007061.33,6921.053846,30013539,29999769,-1,-1,90089123,BENIGN,-1
192.168.10.19-38.126.113.10-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,645820682,123,17,42:42.9,68087508,7,7,336,336,48,48,48.0,0.0,48,48,48.0,0.0,9.86965186,0.205617747,5237500.615,15852288.62,57912224,87560,67999948,11333324.67,22861909.0,58000001,1999957,67999543,11333257.17,22861835.89,57999784,1995893,0,0,0,0,0,0,56,56,0.102808874,0.102808874,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,6,8,10087724.0,0.0,10087724,10087724,57912224.0,0.0,57912224,57912224,-1,-1,0,BENIGN,-1
192.168.10.19-91.189.91.157-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,1539136413,123,17,42:45.9,67036663,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.864104378,0.059668841,22345554.33,38639917.61,66963088,36712,66999951,66999951.0,0.0,66999951,66999951,66999800,66999800.0,0.0,66999800,66999800,0,0,0,0,0,0,16,16,0.029834421,0.029834421,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,36863.0,0.0,36863,36863,66963088.0,0.0,66963088,66963088,-1,-1,0,BENIGN,-1
192.168.10.15-192.168.10.3-49419-445-6,2,0,0,0,0,0,0,0,0,0,0,3232238083,0,0,3232238095,3232238095,49419,3232238083,445,6,43:01.1,90050270,10,10,8,2,1,0,0.8,0.421637021,1,0,0.2,0.421637021,0.111049084,0.222098168,4739487.895,11242609.43,30015924,3,90050270,10005585.56,15003859.89,30015957,3,90050161,10005573.44,15003877.96,30015970,3,0,0,0,0,0,0,224,296,0.111049084,0.111049084,0,1,0.5,0.512989176,0.263157895,0,0,0,0,20,0,0,0,1.0,0.5,0.8,0.2,0,0,0,0,0,0,0,0,0,0,253,2051,7,20,58.0,19.15724406,80,45,30010689.67,9025.458677,30015924,30000268,-1,-1,90050270,BENIGN,-1
192.168.10.19-138.236.128.36-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,2330755108,123,17,42:46.9,69042094,7,7,336,336,48,48,48.0,0.0,48,48,48.0,0.0,9.733192623,0.202774846,5310930.308,16146616.2,58958099,41980,69000024,11500004.0,23270189.3,59000079,1999922,69000049,11500008.17,23270231.35,59000169,1999783,0,0,0,0,0,0,56,56,0.101387423,0.101387423,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,6,8,10041925.0,0.0,10041925,10041925,58958099.0,0.0,58958099,58958099,-1,-1,0,BENIGN,-1
192.168.10.19-192.154.108.74-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,3231345738,123,17,42:48.9,69068532,7,7,336,336,48,48,48.0,0.0,48,48,48.0,0.0,9.729466959,0.202697228,5312964.0,16136564.89,58931639,68342,68999936,11499989.33,23270148.47,58999981,1999926,68999943,11499990.5,23270272.34,59000235,1999789,0,0,0,0,0,0,56,56,0.101348614,0.101348614,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,6,8,10068297.0,0.0,10068297,10068297,58931639.0,0.0,58931639,58931639,-1,-1,0,BENIGN,-1
192.168.10.17-91.189.91.157-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238097,123,1539136413,123,17,43:01.0,64036739,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.998278847,0.062464143,21345579.67,36908006.81,63963275,36686,63999961,63999961.0,0.0,63999961,63999961,64000053,64000053.0,0.0,64000053,64000053,0,0,0,0,0,0,16,16,0.031232071,0.031232071,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,36686.0,0.0,36686,36686,63963275.0,0.0,63963275,63963275,-1,-1,0,BENIGN,-1
192.168.10.19-198.55.111.50-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,3325521714,123,17,43:06.9,62093865,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,3.092092914,0.064418602,20697955.0,35687196.49,61905980,93852,62000013,62000013.0,0.0,62000013,62000013,61999832,61999832.0,0.0,61999832,61999832,0,0,0,0,0,0,16,16,0.032209301,0.032209301,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,94033.0,0.0,94033,94033,61905980.0,0.0,61905980,61905980,-1,-1,0,BENIGN,-1
192.168.10.17-224.0.0.251-5353-5353-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238097,5353,3758096635,5353,17,42:42.3,86799103,242,0,27467,0,221,45,113.5,65.30110596,0,0,0.0,0.0,316.4433623,2.788047245,360162.2531,2646842.171,32003030,1,86799103,360162.2531,2646842.171,32003030,1,0,0.0,0.0,0,0,0,0,0,0,0,0,1936,0,2.788047245,0.0,45,221,113.5,65.30110596,4264.23444,0,0,0,0,0,0,0,0,0.0,113.5,113.5,0.0,2746,24,11225,0,0,0,1,113,0,0,0,0,241,8,3072407.25,3616517.442,7004808,14,18627364.5,9976286.679,32003030,8008216,-1,-1,0,BENIGN,-1
